,image,label,class,x_center,y_center,width,height
741,cropped_parking_lot_301.JPG,cropped_parking_lot_301.txt,0,0.451833,0.456487,0.547315,0.311709
742,monitoring_system_2281.JPG,monitoring_system_2281.txt,0,0.861250,0.135833,0.090000,0.038333
743,monitoring_system_1570.JPG,monitoring_system_1570.txt,0,0.872500,0.235000,0.100000,0.040000
744,monitoring_system_1669.JPG,monitoring_system_1669.txt,0,0.702500,0.075000,0.082500,0.033333
745,monitoring_system_11.JPG,monitoring_system_11.txt,0,0.189375,0.043333,0.083750,0.036667
746,monitoring_system_133.JPG,monitoring_system_133.txt,0,0.706875,0.065000,0.088750,0.040000
747,monitoring_system_1365.JPG,monitoring_system_1365.txt,0,0.848750,0.129167,0.107500,0.038333
748,monitoring_system_2492.JPG,monitoring_system_2492.txt,0,0.711250,0.225000,0.092500,0.046667
749,monitoring_system_1764.JPG,monitoring_system_1764.txt,0,0.065000,0.437500,0.112500,0.048333
750,monitoring_system_436.JPG,monitoring_system_436.txt,0,0.569375,0.274167,0.101250,0.045000
751,parking_lot1_284.JPG,parking_lot1_284.txt,0,0.479167,0.483388,0.091299,0.057190
752,monitoring_system_512.JPG,monitoring_system_512.txt,0,0.491250,0.441667,0.127500,0.053333
753,monitoring_system_2464.JPG,monitoring_system_2464.txt,0,0.381875,0.066667,0.083750,0.040000
754,monitoring_system_49.JPG,monitoring_system_49.txt,0,0.883125,0.068333,0.073750,0.036667
755,monitoring_system_2073.JPG,monitoring_system_2073.txt,0,0.436250,0.082500,0.090000,0.041667
756,monitoring_system_112.JPG,monitoring_system_112.txt,0,0.370000,0.455833,0.115000,0.055000
757,monitoring_system_2765.JPG,monitoring_system_2765.txt,0,0.338750,0.271667,0.105000,0.043333
758,monitoring_system_1536.JPG,monitoring_system_1536.txt,0,0.187500,0.074167,0.095000,0.035000
759,monitoring_system_167.JPG,monitoring_system_167.txt,0,0.448750,0.444167,0.115000,0.045000
760,monitoring_system_916.JPG,monitoring_system_916.txt,0,0.697500,0.575000,0.115000,0.060000
761,parking_lot1_152.JPG,parking_lot1_152.txt,0,0.597273,0.599673,0.184130,0.133987
762,monitoring_system_1649.JPG,monitoring_system_1649.txt,0,0.625000,0.069167,0.087500,0.035000
763,monitoring_system_2677.JPG,monitoring_system_2677.txt,0,0.064375,0.434167,0.111250,0.055000
764,monitoring_system_685.JPG,monitoring_system_685.txt,0,0.920000,0.145833,0.082500,0.041667
765,monitoring_system_1438.JPG,monitoring_system_1438.txt,0,0.880625,0.800833,0.141250,0.071667
766,parking_lot1_497.JPG,parking_lot1_497.txt,0,0.327053,0.304739,0.173713,0.118192
767,parking_lot1_391.JPG,parking_lot1_391.txt,0,0.432751,0.395697,0.064645,0.035403
768,parking_lot1_390.JPG,parking_lot1_390.txt,0,0.489124,0.563998,0.170037,0.076797
769,monitoring_system_2597.JPG,monitoring_system_2597.txt,0,0.731875,0.080833,0.083750,0.041667
770,monitoring_system_149.JPG,monitoring_system_149.txt,0,0.725000,0.312500,0.100000,0.045000
771,monitoring_system_2795.JPG,monitoring_system_2795.txt,0,0.388125,0.195000,0.091250,0.046667
772,parking_lot1_201.JPG,parking_lot1_201.txt,0,0.776348,0.570534,0.155637,0.101852
773,monitoring_system_2016.JPG,monitoring_system_2016.txt,0,0.365625,0.193333,0.093750,0.043333
774,parking_lot2_2.JPG,parking_lot2_2.txt,0,0.528646,0.212827,0.157169,0.107843
775,monitoring_system_591.JPG,monitoring_system_591.txt,0,0.431250,0.173333,0.092500,0.046667
776,monitoring_system_1468.JPG,monitoring_system_1468.txt,0,0.776250,0.364167,0.110000,0.045000
777,monitoring_system_1784.JPG,monitoring_system_1784.txt,0,0.084375,0.452500,0.108750,0.055000
778,monitoring_system_2456.JPG,monitoring_system_2456.txt,0,0.296250,0.093333,0.085000,0.040000
779,monitoring_system_1535.JPG,monitoring_system_1535.txt,0,0.568125,0.045833,0.083750,0.041667
780,monitoring_system_2883.JPG,monitoring_system_2883.txt,0,0.393125,0.215833,0.091250,0.041667
781,monitoring_system_1323.JPG,monitoring_system_1323.txt,0,0.770625,0.050833,0.081250,0.031667
782,monitoring_system_2862.JPG,monitoring_system_2862.txt,0,0.938125,0.157500,0.091250,0.038333
783,monitoring_system_1418.JPG,monitoring_system_1418.txt,0,0.921875,0.092500,0.083750,0.038333
784,monitoring_system_886.JPG,monitoring_system_886.txt,0,0.598125,0.251667,0.103750,0.043333
785,monitoring_system_871.JPG,monitoring_system_871.txt,0,0.334375,0.157500,0.093750,0.045000
786,parking_lot1_81.JPG,parking_lot1_81.txt,0,0.366268,0.520697,0.157782,0.087146
787,parking_lot1_364.JPG,parking_lot1_364.txt,0,0.597273,0.733660,0.284007,0.198257
788,monitoring_system_1946.JPG,monitoring_system_1946.txt,0,0.435625,0.261667,0.093750,0.046667
789,monitoring_system_392.JPG,monitoring_system_392.txt,0,0.612500,0.021667,0.075000,0.036667
790,monitoring_system_169.JPG,monitoring_system_169.txt,0,0.065000,0.436667,0.112500,0.046667
791,parking_lot1_367.JPG,parking_lot1_367.txt,0,0.449295,0.542211,0.122243,0.068083
792,monitoring_system_1641.JPG,monitoring_system_1641.txt,0,0.746875,0.125000,0.088750,0.040000
793,parking_lot1_387.JPG,parking_lot1_387.txt,0,0.559436,0.610022,0.216912,0.123094
794,monitoring_system_350.JPG,monitoring_system_350.txt,0,0.840000,0.065000,0.077500,0.040000
795,cropped_parking_lot_37.JPG,cropped_parking_lot_37.txt,0,0.493546,0.660066,0.580895,0.158416
796,monitoring_system_2594.JPG,monitoring_system_2594.txt,0,0.711875,0.362500,0.111250,0.051667
797,monitoring_system_1829.JPG,monitoring_system_1829.txt,0,0.552500,0.945833,0.150000,0.075000
798,monitoring_system_622.JPG,monitoring_system_622.txt,0,0.647500,0.250000,0.102500,0.043333
799,monitoring_system_287.JPG,monitoring_system_287.txt,0,0.241250,0.390000,0.117500,0.056667
800,monitoring_system_848.JPG,monitoring_system_848.txt,0,0.541875,0.484167,0.121250,0.058333
801,monitoring_system_1899.JPG,monitoring_system_1899.txt,0,0.848750,0.044167,0.075000,0.038333
802,monitoring_system_2165.JPG,monitoring_system_2165.txt,0,0.351875,0.060833,0.081250,0.038333
803,monitoring_system_2649.JPG,monitoring_system_2649.txt,0,0.355625,0.321667,0.101250,0.040000
804,cropped_parking_lot_187.JPG,cropped_parking_lot_187.txt,0,0.452519,0.711027,0.706854,0.269962
805,cropped_parking_lot_223.JPG,cropped_parking_lot_223.txt,0,0.495717,0.734878,0.799844,0.154440
806,parking_lot1_525.JPG,parking_lot1_525.txt,0,0.726409,0.592320,0.092525,0.048203
807,monitoring_system_1395.JPG,monitoring_system_1395.txt,0,0.897500,0.255833,0.095000,0.041667
808,monitoring_system_853.JPG,monitoring_system_853.txt,0,0.710000,0.778333,0.155000,0.063333
809,monitoring_system_1748.JPG,monitoring_system_1748.txt,0,0.065000,0.433333,0.110000,0.056667
810,monitoring_system_2006.JPG,monitoring_system_2006.txt,0,0.940625,0.156667,0.088750,0.033333
811,monitoring_system_403.JPG,monitoring_system_403.txt,0,0.283125,0.033333,0.073750,0.033333
812,monitoring_system_577.JPG,monitoring_system_577.txt,0,0.535625,0.038333,0.076250,0.036667
813,parking_lot1_557.JPG,parking_lot1_557.txt,0,0.235754,0.248366,0.146140,0.081699
814,monitoring_system_1297.JPG,monitoring_system_1297.txt,0,0.193750,0.022500,0.080000,0.031667
815,monitoring_system_2034.JPG,monitoring_system_2034.txt,0,0.328125,0.193333,0.098750,0.050000
816,monitoring_system_2178.JPG,monitoring_system_2178.txt,0,0.925000,0.257500,0.087500,0.041667
817,cropped_parking_lot_134.JPG,cropped_parking_lot_134.txt,0,0.425573,0.533442,0.599237,0.296900
818,monitoring_system_1303.JPG,monitoring_system_1303.txt,0,0.261875,0.180000,0.096250,0.043333
819,monitoring_system_1538.JPG,monitoring_system_1538.txt,0,0.901875,0.145000,0.088750,0.040000
820,cropped_parking_lot_5.JPG,cropped_parking_lot_5.txt,0,0.425979,0.686458,0.261700,0.122917
821,monitoring_system_1349.JPG,monitoring_system_1349.txt,0,0.388750,0.109167,0.095000,0.041667
822,monitoring_system_473.JPG,monitoring_system_473.txt,0,0.667500,0.347500,0.112500,0.048333
823,monitoring_system_569.JPG,monitoring_system_569.txt,0,0.349375,0.671667,0.121250,0.060000
824,monitoring_system_993.JPG,monitoring_system_993.txt,0,0.840000,0.880000,0.155000,0.073333
825,monitoring_system_2892.JPG,monitoring_system_2892.txt,0,0.288125,0.469167,0.108750,0.058333
826,monitoring_system_2603.JPG,monitoring_system_2603.txt,0,0.215625,0.239167,0.108750,0.041667
827,monitoring_system_461.JPG,monitoring_system_461.txt,0,0.818750,0.024167,0.077500,0.035000
828,monitoring_system_2442.JPG,monitoring_system_2442.txt,0,0.856250,0.165833,0.097500,0.038333
829,monitoring_system_1369.JPG,monitoring_system_1369.txt,0,0.686250,0.710833,0.135000,0.058333
830,monitoring_system_1185.JPG,monitoring_system_1185.txt,0,0.690000,0.516667,0.122500,0.056667
831,monitoring_system_338.JPG,monitoring_system_338.txt,0,0.802500,0.155833,0.085000,0.041667
832,monitoring_system_2048.JPG,monitoring_system_2048.txt,0,0.849375,0.199167,0.103750,0.038333
833,parking_lot1_353.JPG,parking_lot1_353.txt,0,0.814185,0.086057,0.235600,0.117647
834,monitoring_system_2429.JPG,monitoring_system_2429.txt,0,0.781875,0.084167,0.086250,0.041667
835,monitoring_system_2283.JPG,monitoring_system_2283.txt,0,0.815625,0.054167,0.081250,0.041667
836,monitoring_system_2814.JPG,monitoring_system_2814.txt,0,0.635625,0.042500,0.081250,0.035000
837,monitoring_system_250.JPG,monitoring_system_250.txt,0,0.810000,0.132500,0.085000,0.041667
838,monitoring_system_2365.JPG,monitoring_system_2365.txt,0,0.803750,0.036667,0.087500,0.040000
839,monitoring_system_830.JPG,monitoring_system_830.txt,0,0.911875,0.103333,0.086250,0.040000
840,monitoring_system_259.JPG,monitoring_system_259.txt,0,0.464375,0.451667,0.123750,0.056667
841,monitoring_system_1647.JPG,monitoring_system_1647.txt,0,0.180000,0.075833,0.080000,0.035000
842,monitoring_system_2847.JPG,monitoring_system_2847.txt,0,0.873750,0.275000,0.107500,0.043333
843,monitoring_system_510.JPG,monitoring_system_510.txt,0,0.446875,0.095833,0.083750,0.041667
844,monitoring_system_647.JPG,monitoring_system_647.txt,0,0.898750,0.435000,0.107500,0.050000
845,parking_lot1_477.JPG,parking_lot1_477.txt,0,0.518536,0.484477,0.189032,0.088780
846,monitoring_system_1285.JPG,monitoring_system_1285.txt,0,0.303750,0.021667,0.080000,0.036667
847,cropped_parking_lot_250.JPG,cropped_parking_lot_250.txt,0,0.626037,0.560169,0.627593,0.262712
848,monitoring_system_1298.JPG,monitoring_system_1298.txt,0,0.745000,0.034167,0.085000,0.031667
849,parking_lot1_206.JPG,parking_lot1_206.txt,0,0.457721,0.571078,0.125613,0.085512
850,monitoring_system_687.JPG,monitoring_system_687.txt,0,0.361250,0.213333,0.077500,0.043333
851,monitoring_system_193.JPG,monitoring_system_193.txt,0,0.940000,0.172500,0.092500,0.038333
852,monitoring_system_1477.JPG,monitoring_system_1477.txt,0,0.772500,0.400833,0.105000,0.055000
853,monitoring_system_82.JPG,monitoring_system_82.txt,0,0.065000,0.436667,0.112500,0.046667
854,monitoring_system_2154.JPG,monitoring_system_2154.txt,0,0.485000,0.365833,0.112500,0.048333
855,monitoring_system_1123.JPG,monitoring_system_1123.txt,0,0.933125,0.070833,0.081250,0.035000
856,monitoring_system_322.JPG,monitoring_system_322.txt,0,0.733125,0.343333,0.111250,0.053333
857,monitoring_system_2785.JPG,monitoring_system_2785.txt,0,0.803125,0.744167,0.153750,0.068333
858,monitoring_system_2468.JPG,monitoring_system_2468.txt,0,0.450625,0.167500,0.108750,0.035000
859,monitoring_system_2566.JPG,monitoring_system_2566.txt,0,0.441250,0.292500,0.102500,0.048333
860,monitoring_system_704.JPG,monitoring_system_704.txt,0,0.140000,0.206667,0.167500,0.040000
861,monitoring_system_203.JPG,monitoring_system_203.txt,0,0.878750,0.093333,0.085000,0.040000
862,parking_lot1_257.JPG,parking_lot1_257.txt,0,0.475643,0.566449,0.101409,0.067538
863,monitoring_system_764.JPG,monitoring_system_764.txt,0,0.316875,0.073333,0.086250,0.036667
864,parking_lot1_4.JPG,parking_lot1_4.txt,0,0.513327,0.529139,0.157169,0.081155
865,cropped_parking_lot_43.JPG,cropped_parking_lot_43.txt,0,0.493492,0.133333,0.401302,0.205556
866,monitoring_system_2789.JPG,monitoring_system_2789.txt,0,0.419375,0.288333,0.106250,0.050000
867,monitoring_system_2052.JPG,monitoring_system_2052.txt,0,0.078750,0.448333,0.117500,0.050000
868,monitoring_system_1413.JPG,monitoring_system_1413.txt,0,0.835000,0.510000,0.150000,0.063333
869,monitoring_system_2513.JPG,monitoring_system_2513.txt,0,0.263750,0.018333,0.082500,0.033333
870,monitoring_system_1594.JPG,monitoring_system_1594.txt,0,0.611250,0.409167,0.117500,0.055000
871,cropped_parking_lot_161.JPG,cropped_parking_lot_161.txt,0,0.469559,0.589679,0.396081,0.174281
872,parking_lot1_228.JPG,parking_lot1_228.txt,0,0.499234,0.491558,0.108150,0.087691
873,monitoring_system_1005.JPG,monitoring_system_1005.txt,0,0.393750,0.138333,0.090000,0.046667
874,monitoring_system_2360.JPG,monitoring_system_2360.txt,0,0.906875,0.135000,0.091250,0.036667
875,monitoring_system_1742.JPG,monitoring_system_1742.txt,0,0.913750,0.114167,0.090000,0.038333
876,parking_lot1_528.JPG,parking_lot1_528.txt,0,0.397212,0.550109,0.101409,0.066449
877,monitoring_system_2001.JPG,monitoring_system_2001.txt,0,0.337500,0.960833,0.155000,0.071667
878,monitoring_system_989.JPG,monitoring_system_989.txt,0,0.940000,0.162500,0.087500,0.038333
879,monitoring_system_1793.JPG,monitoring_system_1793.txt,0,0.316250,0.068333,0.087500,0.040000
880,monitoring_system_616.JPG,monitoring_system_616.txt,0,0.858750,0.232500,0.100000,0.041667
881,monitoring_system_654.JPG,monitoring_system_654.txt,0,0.756875,0.277500,0.106250,0.045000
882,monitoring_system_393.JPG,monitoring_system_393.txt,0,0.735625,0.801667,0.146250,0.066667
883,monitoring_system_1248.JPG,monitoring_system_1248.txt,0,0.703750,0.412500,0.122500,0.051667
884,parking_lot1_161.JPG,parking_lot1_161.txt,0,0.623928,0.622004,0.185968,0.077342
885,monitoring_system_1210.JPG,monitoring_system_1210.txt,0,0.465000,0.285000,0.097500,0.043333
886,monitoring_system_851.JPG,monitoring_system_851.txt,0,0.679375,0.038333,0.078750,0.033333
887,monitoring_system_1749.JPG,monitoring_system_1749.txt,0,0.271875,0.449167,0.121250,0.048333
888,monitoring_system_1909.JPG,monitoring_system_1909.txt,0,0.235625,0.088333,0.088750,0.036667
889,monitoring_system_698.JPG,monitoring_system_698.txt,0,0.832500,0.711667,0.140000,0.066667
890,parking_lot1_102.JPG,parking_lot1_102.txt,0,0.657782,0.764161,0.162377,0.074074
891,parking_lot2_6.JPG,parking_lot2_6.txt,0,0.185662,0.646242,0.125613,0.088235
892,monitoring_system_939.JPG,monitoring_system_939.txt,0,0.800625,0.846667,0.158750,0.066667
893,monitoring_system_2690.JPG,monitoring_system_2690.txt,0,0.757500,0.024167,0.075000,0.031667
894,parking_lot1_316.JPG,parking_lot1_316.txt,0,0.303922,0.383170,0.097426,0.056100
895,monitoring_system_1526.JPG,monitoring_system_1526.txt,0,0.658750,0.716667,0.140000,0.060000
896,monitoring_system_2812.JPG,monitoring_system_2812.txt,0,0.298750,0.235833,0.107500,0.035000
897,parking_lot1_550.JPG,parking_lot1_550.txt,0,0.475643,0.754357,0.064032,0.044662
898,monitoring_system_2428.JPG,monitoring_system_2428.txt,0,0.319375,0.250833,0.101250,0.045000
899,monitoring_system_1428.JPG,monitoring_system_1428.txt,0,0.795000,0.015833,0.065000,0.025000
900,monitoring_system_662.JPG,monitoring_system_662.txt,0,0.835000,0.035833,0.080000,0.031667
901,monitoring_system_1076.JPG,monitoring_system_1076.txt,0,0.918750,0.168333,0.107500,0.043333
902,monitoring_system_1015.JPG,monitoring_system_1015.txt,0,0.933750,0.126667,0.092500,0.036667
903,monitoring_system_93.JPG,monitoring_system_93.txt,0,0.920000,0.930833,0.150000,0.071667
904,monitoring_system_703.JPG,monitoring_system_703.txt,0,0.907500,0.179167,0.107500,0.038333
905,parking_lot1_482.JPG,parking_lot1_482.txt,0,0.456648,0.561002,0.140625,0.089325
906,monitoring_system_965.JPG,monitoring_system_965.txt,0,0.225000,0.470000,0.115000,0.056667
907,parking_lot1_445.JPG,parking_lot1_445.txt,0,0.168199,0.815632,0.214461,0.122549
908,monitoring_system_1311.JPG,monitoring_system_1311.txt,0,0.773125,0.105000,0.081250,0.040000
909,monitoring_system_552.JPG,monitoring_system_552.txt,0,0.388125,0.240833,0.093750,0.041667
910,monitoring_system_183.JPG,monitoring_system_183.txt,0,0.848750,0.160000,0.080000,0.043333
911,monitoring_system_2208.JPG,monitoring_system_2208.txt,0,0.818750,0.039167,0.077500,0.038333
912,monitoring_system_728.JPG,monitoring_system_728.txt,0,0.206250,0.110000,0.092500,0.030000
913,parking_lot1_561.JPG,parking_lot1_561.txt,0,0.758272,0.527778,0.164216,0.081699
914,monitoring_system_592.JPG,monitoring_system_592.txt,0,0.746250,0.073333,0.095000,0.036667
915,monitoring_system_890.JPG,monitoring_system_890.txt,0,0.063750,0.437500,0.112500,0.048333
916,parking_lot2_23.JPG,parking_lot2_23.txt,0,0.358456,0.364583,0.081495,0.067402
917,monitoring_system_218.JPG,monitoring_system_218.txt,0,0.367500,0.262500,0.097500,0.048333
918,cropped_parking_lot_49.JPG,cropped_parking_lot_49.txt,0,0.501287,0.432033,0.682111,0.176123
919,monitoring_system_2719.JPG,monitoring_system_2719.txt,0,0.481875,0.408333,0.108750,0.050000
920,monitoring_system_2297.JPG,monitoring_system_2297.txt,0,0.717500,0.075833,0.080000,0.038333
921,monitoring_system_1804.JPG,monitoring_system_1804.txt,0,0.654375,0.142500,0.083750,0.041667
922,monitoring_system_2601.JPG,monitoring_system_2601.txt,0,0.745625,0.041667,0.083750,0.033333
923,monitoring_system_904.JPG,monitoring_system_904.txt,0,0.625625,0.371667,0.103750,0.050000
924,monitoring_system_423.JPG,monitoring_system_423.txt,0,0.525000,0.389167,0.107500,0.055000
925,monitoring_system_2800.JPG,monitoring_system_2800.txt,0,0.366250,0.176667,0.090000,0.043333
926,cropped_parking_lot_291.JPG,cropped_parking_lot_291.txt,0,0.161106,0.031524,0.072871,0.028021
927,parking_lot1_74.JPG,parking_lot1_74.txt,0,0.552083,0.593410,0.207108,0.097495
928,monitoring_system_1408.JPG,monitoring_system_1408.txt,0,0.533750,0.240833,0.102500,0.045000
929,monitoring_system_317.JPG,monitoring_system_317.txt,0,0.763750,0.034167,0.070000,0.035000
930,monitoring_system_2508.JPG,monitoring_system_2508.txt,0,0.879375,0.105833,0.073750,0.035000
931,monitoring_system_1425.JPG,monitoring_system_1425.txt,0,0.065625,0.436667,0.111250,0.046667
932,monitoring_system_1113.JPG,monitoring_system_1113.txt,0,0.311875,0.477500,0.103750,0.055000
933,parking_lot1_25.JPG,parking_lot1_25.txt,0,0.481924,0.467593,0.079657,0.044118
934,parking_lot1_215.JPG,parking_lot1_215.txt,0,0.805607,0.671024,0.135723,0.083878
935,monitoring_system_2061.JPG,monitoring_system_2061.txt,0,0.745000,0.168333,0.097500,0.036667
936,monitoring_system_1405.JPG,monitoring_system_1405.txt,0,0.857500,0.104167,0.080000,0.041667
937,monitoring_system_1770.JPG,monitoring_system_1770.txt,0,0.236875,0.706667,0.143750,0.060000
938,monitoring_system_952.JPG,monitoring_system_952.txt,0,0.693750,0.280833,0.105000,0.041667
939,monitoring_system_414.JPG,monitoring_system_414.txt,0,0.424375,0.261667,0.093750,0.050000
940,monitoring_system_610.JPG,monitoring_system_610.txt,0,0.283750,0.173333,0.102500,0.046667
941,parking_lot1_433.JPG,parking_lot1_433.txt,0,0.935202,0.372004,0.083027,0.059913
942,monitoring_system_1409.JPG,monitoring_system_1409.txt,0,0.711875,0.051667,0.088750,0.036667
943,monitoring_system_387.JPG,monitoring_system_387.txt,0,0.467500,0.330833,0.102500,0.048333
944,monitoring_system_1882.JPG,monitoring_system_1882.txt,0,0.308750,0.089167,0.085000,0.038333
945,monitoring_system_2224.JPG,monitoring_system_2224.txt,0,0.651875,0.194167,0.091250,0.045000
946,cropped_parking_lot_101.JPG,cropped_parking_lot_101.txt,0,0.500861,0.692782,0.263339,0.128521
947,parking_lot1_38.JPG,parking_lot1_38.txt,0,0.272365,0.751634,0.138480,0.088235
948,monitoring_system_1982.JPG,monitoring_system_1982.txt,0,0.835000,0.081667,0.077500,0.026667
949,monitoring_system_899.JPG,monitoring_system_899.txt,0,0.843125,0.059167,0.078750,0.031667
950,monitoring_system_210.JPG,monitoring_system_210.txt,0,0.663125,0.097500,0.088750,0.038333
951,monitoring_system_1938.JPG,monitoring_system_1938.txt,0,0.305625,0.937500,0.161250,0.068333
952,monitoring_system_2067.JPG,monitoring_system_2067.txt,0,0.338125,0.020000,0.071250,0.033333
953,monitoring_system_1609.JPG,monitoring_system_1609.txt,0,0.833125,0.075000,0.088750,0.036667
954,parking_lot2_9.JPG,parking_lot2_9.txt,0,0.468903,0.417075,0.075061,0.040033
955,monitoring_system_1752.JPG,monitoring_system_1752.txt,0,0.069375,0.437500,0.113750,0.045000
956,parking_lot1_565.JPG,parking_lot1_565.txt,0,0.694700,0.686819,0.258885,0.115468
957,monitoring_system_2415.JPG,monitoring_system_2415.txt,0,0.720000,0.019167,0.072500,0.031667
958,monitoring_system_1304.JPG,monitoring_system_1304.txt,0,0.169375,0.074167,0.088750,0.035000
959,monitoring_system_1615.JPG,monitoring_system_1615.txt,0,0.098125,0.464167,0.123750,0.058333
960,monitoring_system_2704.JPG,monitoring_system_2704.txt,0,0.366875,0.266667,0.093750,0.046667
961,monitoring_system_2435.JPG,monitoring_system_2435.txt,0,0.723750,0.020833,0.072500,0.028333
962,monitoring_system_2599.JPG,monitoring_system_2599.txt,0,0.610000,0.478333,0.117500,0.043333
963,parking_lot1_306.JPG,parking_lot1_306.txt,0,0.498162,0.677832,0.242647,0.121460
964,monitoring_system_2381.JPG,monitoring_system_2381.txt,0,0.955000,0.145833,0.070000,0.038333
965,monitoring_system_1158.JPG,monitoring_system_1158.txt,0,0.245000,0.040833,0.090000,0.031667
966,monitoring_system_1714.JPG,monitoring_system_1714.txt,0,0.305625,0.190000,0.096250,0.046667
967,parking_lot1_454.JPG,parking_lot1_454.txt,0,0.605086,0.396242,0.120711,0.071895
968,monitoring_system_1087.JPG,monitoring_system_1087.txt,0,0.271875,0.169167,0.091250,0.041667
969,parking_lot1_239.JPG,parking_lot1_239.txt,0,0.309589,0.243192,0.121017,0.068083
970,monitoring_system_1384.JPG,monitoring_system_1384.txt,0,0.616875,0.685833,0.146250,0.061667
971,monitoring_system_2404.JPG,monitoring_system_2404.txt,0,0.751250,0.222500,0.117500,0.048333
972,monitoring_system_1178.JPG,monitoring_system_1178.txt,0,0.938750,0.150833,0.087500,0.038333
973,monitoring_system_2032.JPG,monitoring_system_2032.txt,0,0.065625,0.437500,0.111250,0.048333
974,monitoring_system_1370.JPG,monitoring_system_1370.txt,0,0.759375,0.586667,0.141250,0.060000
975,parking_lot1_553.JPG,parking_lot1_553.txt,0,0.829044,0.474946,0.106005,0.078431
976,parking_lot1_271.JPG,parking_lot1_271.txt,0,0.056985,0.457516,0.066789,0.051198
977,cropped_parking_lot_149.JPG,cropped_parking_lot_149.txt,0,0.439098,0.650893,0.400000,0.216071
978,parking_lot1_191.JPG,parking_lot1_191.txt,0,0.273438,0.300654,0.064032,0.040305
979,monitoring_system_611.JPG,monitoring_system_611.txt,0,0.361250,0.237500,0.080000,0.048333
980,monitoring_system_2350.JPG,monitoring_system_2350.txt,0,0.737500,0.047500,0.082500,0.038333
981,monitoring_system_441.JPG,monitoring_system_441.txt,0,0.065000,0.437500,0.115000,0.048333
982,monitoring_system_1478.JPG,monitoring_system_1478.txt,0,0.922500,0.190833,0.082500,0.041667
983,parking_lot1_264.JPG,parking_lot1_264.txt,0,0.695312,0.187364,0.145527,0.088235
984,monitoring_system_1964.JPG,monitoring_system_1964.txt,0,0.359375,0.188333,0.093750,0.043333
985,parking_lot1_470.JPG,parking_lot1_470.txt,0,0.189032,0.215686,0.069853,0.044662
986,monitoring_system_2511.JPG,monitoring_system_2511.txt,0,0.613125,0.348333,0.098750,0.053333
987,monitoring_system_539.JPG,monitoring_system_539.txt,0,0.564375,0.301667,0.096250,0.046667
988,monitoring_system_20.JPG,monitoring_system_20.txt,0,0.785625,0.049167,0.091250,0.035000
989,monitoring_system_1463.JPG,monitoring_system_1463.txt,0,0.536875,0.060000,0.083750,0.030000
990,monitoring_system_1936.JPG,monitoring_system_1936.txt,0,0.809375,0.426667,0.126250,0.050000
991,parking_lot3_1.JPG,parking_lot3_1.txt,0,0.377145,0.509804,0.120098,0.106754
992,monitoring_system_2240.JPG,monitoring_system_2240.txt,0,0.785625,0.075833,0.078750,0.031667
993,parking_lot1_127.JPG,parking_lot1_127.txt,0,0.193627,0.063725,0.077819,0.046841
994,monitoring_system_2378.JPG,monitoring_system_2378.txt,0,0.163125,0.201667,0.098750,0.040000
995,cropped_parking_lot_260.JPG,cropped_parking_lot_260.txt,0,0.446864,0.503813,0.379210,0.201525
996,parking_lot1_539.JPG,parking_lot1_539.txt,0,0.657782,0.387459,0.131740,0.051879
997,monitoring_system_2089.JPG,monitoring_system_2089.txt,0,0.711875,0.098333,0.081250,0.040000
998,monitoring_system_2312.JPG,monitoring_system_2312.txt,0,0.865000,0.029167,0.080000,0.035000
999,monitoring_system_400.JPG,monitoring_system_400.txt,0,0.813125,0.050000,0.078750,0.036667
1000,monitoring_system_34.JPG,monitoring_system_34.txt,0,0.088125,0.292500,0.098750,0.045000
1001,monitoring_system_2155.JPG,monitoring_system_2155.txt,0,0.902500,0.073333,0.080000,0.036667
1002,monitoring_system_1036.JPG,monitoring_system_1036.txt,0,0.513750,0.442500,0.117500,0.055000
1003,monitoring_system_1170.JPG,monitoring_system_1170.txt,0,0.533125,0.612500,0.126250,0.061667
1004,monitoring_system_689.JPG,monitoring_system_689.txt,0,0.755625,0.815000,0.153750,0.063333
1005,parking_lot1_399.JPG,parking_lot1_399.txt,0,0.399510,0.504085,0.147672,0.074619
1006,monitoring_system_1088.JPG,monitoring_system_1088.txt,0,0.235000,0.047500,0.087500,0.041667
1007,monitoring_system_1493.JPG,monitoring_system_1493.txt,0,0.795000,0.105000,0.090000,0.046667
1008,monitoring_system_2695.JPG,monitoring_system_2695.txt,0,0.895000,0.645833,0.135000,0.058333
1009,monitoring_system_2760.JPG,monitoring_system_2760.txt,0,0.065625,0.428333,0.111250,0.060000
1010,monitoring_system_2010.JPG,monitoring_system_2010.txt,0,0.928750,0.170833,0.095000,0.035000
1011,monitoring_system_2832.JPG,monitoring_system_2832.txt,0,0.356250,0.130833,0.087500,0.038333
1012,monitoring_system_491.JPG,monitoring_system_491.txt,0,0.814375,0.154167,0.081250,0.038333
1013,monitoring_system_2412.JPG,monitoring_system_2412.txt,0,0.805000,0.059167,0.080000,0.031667
1014,monitoring_system_1849.JPG,monitoring_system_1849.txt,0,0.815625,0.566667,0.131250,0.066667
1015,monitoring_system_755.JPG,monitoring_system_755.txt,0,0.870625,0.060833,0.088750,0.035000
1016,cropped_parking_lot_209.JPG,cropped_parking_lot_209.txt,0,0.453838,0.623232,0.260289,0.159596
1017,monitoring_system_176.JPG,monitoring_system_176.txt,0,0.871250,0.664167,0.125000,0.055000
